Scheme Name	Net Asset Value
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - QUARTERLY - IDCW Option	34.9262
Nippon India Nifty 50 Value 20 Index Fund - Direct Plan - Growth Option	19.3832
NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - DIRECT Plan - IDCW Option	19.3832
NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - IDCW Option	18.8723
Nippon India Nifty 50 Value 20 Index Fund - Regular Plan - Growth Option	18.8723
Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan - Growth Option	9.4280
Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan - IDCW Option	9.4280
Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan - Growth Option	9.3677
Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan - IDCW Option	9.3677
Nippon India Nifty 500 Low Volatility 50 Index Fund - Direct Plan - Growth Option	10.9891
Nippon India Nifty 500 Low Volatility 50 Index Fund - Direct Plan - IDCW Plan	10.9891
Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Pan - IDCW Option	10.9556
Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Plan - Growth Option	10.9556
Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan - Growth Option	8.4493
Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan - IDCW Option	8.4493
Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan - Growth Option	8.3899
Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan - IDCW Option	8.3899
Nippon India Nifty 500 Quality 50 Index Fund - Direct Plan - Growth Option	10.7817
Nippon India Nifty 500 Quality 50 Index Fund - Direct Plan - IDCW Option	10.7817
Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan - Growth Option	10.7490
Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan - IDCW Option	10.7490
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - Growth Option	12.5531
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - IDCW Option	12.2186
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - Growth Option	12.4722
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - IDCW Option	12.1640
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-Growth Option	12.5134
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-IDCW Option	12.5134
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-Growth Option	12.4427
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-IDCW Option	12.4427
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth Option	16.1814
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Option	16.1814
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option	15.8817
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Option	15.8817
Nippon India Nifty Auto Index Fund - Direct Plan- Growth Option	11.7201
Nippon India Nifty Auto Index Fund - Direct Plan- IDCW Option	11.7201
Nippon India Nifty Auto Index Fund - Regular Plan- Growth Option	11.6619
Nippon India Nifty Auto Index Fund - Regular Plan- IDCW Option	11.6619
Nippon India Nifty Bank Index Fund - Direct Plan - Growth Option	12.6737
Nippon India Nifty Bank Index Fund - Direct Plan - IDCW Option	12.6737
Nippon India Nifty Bank Index Fund - Regular Plan - Growth Option	12.5429
Nippon India Nifty Bank Index Fund - Regular Plan - IDCW Option	12.5429
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Direct Plan-Growth Option	12.8072
Nippon India Nifty G-Sec Jun 2036 Maturity Index fund-Direct Plan-IDCW Option	12.8072
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-Growth Option	12.7246
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-IDCW Option	12.7246
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-Growth Option	12.5115
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-IDCW Option	12.5115
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-Growth Option	12.4541
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-IDCW Option	12.4541
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-Growth Option	12.4677
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-IDCW Option	12.4677
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-Growth Option	12.3917
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-IDCW Option	12.3917
Nippon India Nifty India Manufacturing Index - Direct Plan- IDCW Option	10.5646
Nippon India Nifty India Manufacturing Index Fund- Direct Plan- Growth Option	10.5646
Nippon India Nifty India Manufacturing Index- Regular Plan-IDCW Option	10.5499
Nippon India Nifty India Manufacturing Index-Regular Plan-Growth Option	10.5499
Nippon India Nifty IT Index Fund - Direct Plan - Growth Option	10.0105
Nippon India Nifty IT Index Fund - Direct Plan - IDCW Option	10.0105
Nippon India Nifty IT Index Fund - Regular Plan - Growth Option	9.9017
Nippon India Nifty IT Index Fund - Regular Plan - IDCW Option	9.9017
Nippon India Nifty Midcap 150 Index Fund - Direct Plan - Growth Option	25.5930
NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - DIRECT Plan - IDCW Option	25.5930
NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - IDCW Option	24.9400
Nippon India Nifty Midcap 150 Index Fund - Regular Plan - Growth Option	24.9400
Nippon India Nifty Realty Index Fund-Direct Plan- Growth Option	8.3961
Nippon India Nifty Realty Index Fund-Direct Plan- IDCW Option	8.3961
Nippon India Nifty Realty Index Fund-Regular Plan- Growth Option	8.3497
Nippon India Nifty Realty Index Fund-Regular Plan- IDCW Option	8.3497
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-Growth Option	12.6268
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-IDCW Option	12.6268
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan IDCW Option	12.5513
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan-Growth Option	12.5513
Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Regular Plan-IDCW Option	12.4410
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-Growth Option	12.5064
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-IDCW Option	12.5064
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Regular Plan- Growth Option	12.4410
Nippon India Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option	33.1301
NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - DIRECT Plan - IDCW Option	33.1301
NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - IDCW Option	32.0054
Nippon India Nifty Smallcap 250 Index Fund - Regular Plan - Growth Option	32.0054
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, Growth Option	12.4143
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, IDCW Option	10.8828
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, Growth Option	12.3565
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, IDCW Option	10.8289
SBI BSE PSU BANK INDEX FUND- Direct Plan- Growth	13.5153
SBI BSE PSU BANK INDEX FUND- Direct Plan- Income Distribution Cum Capital Withdrawal Option (IDCW)	13.5153
SBI BSE PSU BANK INDEX FUND- Regular Plan- Growth	13.4715
SBI BSE PSU BANK INDEX FUND- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW)	13.4720
SBI BSE Sensex Index Fund - Direct Plan - Growth	13.9811
SBI BSE Sensex Index Fund - Direct Plan - IDCW	13.9811
SBI BSE Sensex Index Fund - Regular Plan - Growth	13.9016
SBI BSE Sensex Index Fund - Regular Plan - IDCW	13.9016
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Growth	12.6252
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6797
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Growth	12.5436
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5439
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Growth	12.9059
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.9060
SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Growth	12.8121
SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.8130
SBI |CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth	13.0833
SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.0833
SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Growth	12.9827
SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.9831
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Growth	12.6847
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6904
SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Growth	12.6146
SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6148
SBI Nifty 500 Index Fund- Direct Plan- Growth	9.8813
SBI Nifty 500 Index Fund- Direct Plan- Income Distribution Cum Capital Withdrawal (IDCW)	9.8812
SBI Nifty 500 Index Fund- Regular Plan- Growth	9.8261
SBI Nifty 500 Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal (IDCW)	9.8258
SBI Nifty Bank Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option	11.7123
SBI Nifty Bank Index Fund-Direct Plan- Growth	11.7576
SBI Nifty Bank Index Fund-Direct Plan- Income Distribution Cum Capital Withdrawal Option	11.7577
SBI Nifty Bank Index Fund-Regular Plan- Growth	11.7123
SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH	242.1581
SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	124.3812
SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH	230.6937
SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	118.3588
SBI Nifty India Consumption Index Fund- Direct Plan- Growth	10.8858
SBI Nifty India Consumption Index Fund- Direct Plan- IDCW Payout	10.8858
SBI Nifty India Consumption Index Fund- Regular Plan- Growth	10.8300
SBI Nifty India Consumption Index Fund- Regular Plan- IDCW Payout	10.8301
SBI Nifty IT Index Fund - Direct Plan - Growth	9.2434
SBI Nifty IT Index Fund - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW)	9.2435
SBI Nifty IT Index Fund - Regular Plan - Growth	9.2096
SBI Nifty IT Index Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)	9.2096
SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth	19.2648
SBI Nifty Midcap 150 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.2642
SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth	18.9471
SBI Nifty Midcap 150 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.9474
SBI Nifty Next 50 Index Fund - Direct Plan - Growth	18.9690
SBI Nifty Next 50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.9680
SBI Nifty Next 50 Index Fund - Regular Plan - Growth	18.5675
SBI Nifty Next 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.5677
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth	18.2404
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.2399
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth	17.9333
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.9339
SBI Nifty100 Low Volatility 30 Index Fund- Direct Plan- Growth	10.5924
SBI Nifty100 Low Volatility 30 Index Fund- Regular Plan- Growth	10.5787
SBI Nifty100 Low Volatility 30 Index Fund- Regular Plan- Income Cum Distribution Capital Withdrawal Option (IDCW)	10.5787
SBI Nifty100 Low Volatility 30 Index Fund-Direct  Plan- Income Cum Distribution Capital Withdrawal Option (IDCW)	10.5924
SBI Nifty200 Momentum 30 Index Fund- Direct Plan- Growth	10.1307
SBI Nifty200 Momentum 30 Index Fund- Direct Plan- Income Cum Distribution Capital Withdrawal Option (IDCW)	10.1307
SBI Nifty200 Momentum 30 Index Fund- Regular Plan- Growth	10.1162
SBI Nifty200 Momentum 30 Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW)	10.1163
SBI Nifty200 Quality 30 Index Fund- Direct Plan- Income Distribution Cum Capital Withdrawal Option	10.4334
SBI Nifty200 Quality 30 Index Fund- Regular Plan- Income Cum Distribution Withdrawal Option	10.4145
SBI Nifty200 Quality 30 Index Fund-Direct Plan- Growth	10.4334
SBI Nifty200 Quality 30 Index Fund-Regular Plan- Growth	10.4145
SBI Nifty50 Equal Weight Index Fund - Direct Plan - Growth	12.3293
SBI Nifty50 Equal Weight Index Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option	12.3285
SBI Nifty50 Equal Weight Index Fund - Regular Plan - Growth	12.2201
SBI Nifty50 Equal Weight Index Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option	12.2200
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund) - Direct Plan - Growth Option	188.8093
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option	89.0178
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)-Growth	178.9606
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal	84.3779
Tata BSE Quality Index Fund Direct plan Growth Option	11.2748
Tata BSE Quality Index Fund Direct plan IDCW Payout Option	11.2748
Tata BSE Quality Index Fund Direct plan IDCW Reinvestment Option	11.2748
Tata BSE Quality Index Fund Regular plan Growth Option	11.2201
Tata BSE Quality Index Fund Regular plan IDCW Payout Option	11.2201
Tata BSE Quality Index Fund Regular plan IDCW Reinvestment Option	11.2201
Tata BSE Select Business Groups Index Fund - Direct Growth	10.4691
Tata BSE Select Business Groups Index Fund - Direct IDCW Payout	10.4691
Tata BSE Select Business Groups Index Fund - Direct IDCW Reinvestment	10.4691
Tata BSE Select Business Groups Index Fund - Regular Growth	10.3911
Tata BSE Select Business Groups Index Fund - Regular IDCW Payout	10.3911
Tata BSE Select Business Groups Index Fund - Regular IDCW Reinvestment	10.3911
Tata S&P BSE Sensex Index Fund - Direct Plan	226.9681
Tata S&P BSE Sensex Index Fund -Regular Plan	214.2333
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH	12.5132
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW PAYOUT	12.5132
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT	12.5132
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH	12.4133
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW PAYOUT	12.4133
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW REINVESTMENT	12.4133
Tata Nifty 50 Index Fund -Direct Plan	176.1656
Tata Nifty 50 Index Fund -Regular Plan	162.2556
Tata Nifty Auto Index Fund - Direct Plan - Growth	12.4953
Tata Nifty Auto Index Fund - Direct Plan - IDCW payout	12.4953
Tata Nifty Auto Index Fund - Direct Plan - IDCW Reinvestment	12.4953
Tata Nifty Auto Index Fund - Regular Plan - Growth	12.3621
Tata Nifty Auto Index Fund - Regular Plan - IDCW Payout	12.3621
Tata Nifty Auto Index Fund - Regular Plan - IDCW Reinvestment	12.3621
Tata Nifty Capital Markets Index Fund - Direct Plan Growth Option	12.8960
Tata Nifty Capital Markets Index Fund - Direct Plan IDCW Payout Option	12.8960
Tata Nifty Capital Markets Index Fund - Direct Plan IDCW Reinvestment Option	12.8960
Tata Nifty Capital Markets Index Fund - Regular Plan Growth Option	12.8081
Tata Nifty Capital Markets Index Fund - Regular Plan IDCW Payout Option	12.8081
Tata Nifty Capital Markets Index Fund - Regular Plan IDCW Reinvestment Option	12.8081
Tata Nifty Financial Services Index Fund - Direct Plan - Growth	12.9400
Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Payout	12.9400
Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Reinvestment	12.9400
Tata Nifty Financial Services Index Fund - Regular Plan - Growth	12.8030
Tata Nifty Financial Services Index Fund - Regular Plan - IDCW Payout	12.8030
Tata Nifty Financial Services Index Fund - Regular Plan - IDCW Reinvestment	12.8030
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-Growth	12.3125
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Payout	12.3125
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Reinvestment	12.3125
Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-Growth	12.1957
Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-IDCW Payout	12.1957
Tata Nifty G SEc Dec 2026 Index Fund-Regular Plan-IDCW Reinvestment	12.1957
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - Growth	12.6225
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Payout	12.6225
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Reinvestment	12.6225
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - Growth	12.4993
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Payout	12.4993
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Reinvestment	12.4993
Tata Nifty India Tourism Index Fund - Direct - Growth	10.2516
Tata Nifty India Tourism Index Fund - Direct - IDCW Payout	10.2516
Tata Nifty India Tourism Index Fund - Direct - IDCW Reinvestment	10.2516
Tata Nifty India Tourism Index Fund - Regular - Growth	10.1561
Tata Nifty India Tourism Index Fund - Regular - IDCW Payout	10.1561
Tata Nifty India Tourism Index Fund - Regular - IDCW Reinvestment	10.1561
Tata Nifty Midcap 150 Index Fund - Direct Plan - Growth Option	10.5279
Tata Nifty Midcap 150 Index Fund - Direct Plan - IDCW Payout Option	10.5279
Tata Nifty Midcap 150 Index Fund - Direct Plan - IDCW Reinvestment Option	10.5279
Tata Nifty Midcap 150 Index Fund - Regular Plan - Growth Option	10.4851
Tata Nifty Midcap 150 Index Fund - Regular Plan - IDCW Payout Option	10.4851
Tata Nifty Midcap 150 Index Fund - Regular Plan - IDCW Reinvestment Option	10.4851
Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Direct Plan	18.5628
Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Regular Plan	18.1444
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Direct Plan	18.5628
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Regular Plan	18.1444
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Direct Plan	18.5628
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Regular Plan	18.1444
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - Growth	12.8582
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - IDCW Payout	12.8582
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - IDCW Reinvestment	12.8582
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - Growth	12.7225
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - IDCW Payout	12.7225
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - IDCW Reinvestment	12.7225
Tata Nifty Next 50 Index Fund - Direct Plan Growth Option	10.0824
Tata Nifty Next 50 Index Fund - Direct Plan IDCW Payout Option	10.0824
Tata Nifty Next 50 Index Fund - Direct Plan IDCW Reinvestment Option	10.0824
Tata Nifty Next 50 Index Fund - Regular Plan Growth Option	10.0699
Tata Nifty Next 50 Index Fund - Regular Plan IDCW Payout Option	10.0699
Tata Nifty Next 50 Index Fund - Regular Plan IDCW Reinvestment Option	10.0699
Tata Nifty Realty Index Fund - Direct Plan - Growth	9.3158
Tata Nifty Realty Index Fund - Direct Plan - IDCW Payout	9.3158
Tata Nifty Realty Index Fund - Direct Plan - IDCW Reinvestment	9.3158
Tata Nifty Realty Index Fund - Regular Plan - Growth	9.2126
Tata Nifty Realty Index Fund - Regular Plan - IDCW Payout	9.2126
Tata Nifty Realty Index Fund - Regular Plan - IDCW Reinvestment	9.2126
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund -Regular Plan-IDCW Payout	12.6939
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund- Direct Plan-Growth	12.8212
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan- IDCW Reinvestment	12.8212
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan-IDCW Payout	12.8212
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan -Growth	12.6939
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan- IDCW Reinvestment	12.6939
Tata Nifty200 Alpha 30 Index Fund - Direct - IDCW Payout	8.7482
Tata Nifty200 Alpha 30 Index Fund - Direct - IDCW Reinvestment	8.7482
Tata Nifty200 Alpha 30 Index Fund - Direct -Growth	8.7482
Tata Nifty200 Alpha 30 Index Fund - Regular - IDCW Payout	8.6752
Tata Nifty200 Alpha 30 Index Fund - Regular - IDCW Reinvestment	8.6752
Tata Nifty200 Alpha 30 Index Fund - Regular -Growth	8.6752
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-Growth	11.7897
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-IDCW-Payout	11.7897
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-IDCW-Reinvestment	11.7897
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan -IDCW-Reinvestment	11.6661
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan-Growth	11.6661
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan-IDCW Payout	11.6661
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - Growth	11.1369
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - IDCW Payout	11.1369
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - IDCW Reinvestment	11.1369
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - Growth	11.0162
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Payout	11.0162
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Reinvestment	11.0162
Taurus Nifty 50 Index Fund - Direct Plan - Growth	52.8655
Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	49.4761
Taurus Nifty 50 Index Fund - Regular Plan - Growth	49.5891
Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	31.6171
UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option	25.382
UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option	24.4509
UTI BSE Housing Index Fund - Direct Plan - Growth Option	14.5053
UTI BSE Housing Index Fund - Regular Plan - Growth Option	14.3466
UTI BSE Low Volatility Index Fund - Direct Plan  - Growth Option	17.3507
UTI BSE Low Volatility Index Fund - Regular Plan - Growth Option	17.0517
UTI BSE Sensex Index Fund - Direct Plan - Growth Option	15.3109
UTI BSE Sensex Index Fund - Regular Plan  -Growth Option	15.2542
UTI CRISIL SDL Maturity April 2033 Index Fund - Direct Plan - Growth Option	12.6013
UTI CRISIL SDL Maturity April 2033 Index Fund - Regular Plan - Growth Option	12.5074
UTI CRISIL SDL Maturity June 2027 Index Fund - Direct Plan - Growth Option	12.407
UTI CRISIL SDL Maturity June 2027 Index Fund - Regular Plan - Growth Option	12.3193
UTI Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option	22.0915
UTI Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option	21.5849
UTI Nifty 200 Quality 30 Index Fund - Direct Plan - Growth Option	9.3053
UTI Nifty 200 Quality 30 Index Fund - Regular Plan - Growth Option	9.2448
UTI Nifty 50 Index Fund - Direct Plan - IDCW	91.7647
UTI Nifty 50 Index Fund - Growth Option- Direct	182.14
UTI Nifty 50 Index Fund - Regular Plan - Growth Option	179.5384
UTI Nifty 50 Index Fund - Regular Plan - IDCW	90.4512
UTI Nifty 500 Value 50 Index Fund - Direct Plan - Growth Option	20.6788
UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option	20.429
UTI Nifty Alpha Low-Volatility 30 Index Fund - Direct Plan - Growth Option	9.8058
UTI Nifty Alpha Low-Volatility 30 Index Fund - Regular Plan - Growth Option	9.7517
UTI Nifty India Manufacturing Index Fund - Direct Plan - Growth Option	11.8063
UTI Nifty India Manufacturing Index Fund - Regular Plan - Growth Option	11.7596
UTI Nifty Midcap 150 Index Fund - Direct Plan - Growth Option	10.6198
UTI Nifty Midcap 150 Index Fund - Regular Plan - Growth Option	10.5638
UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan - Growth Option	14.3297
UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan - Growth Option	14.0941
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Direct Plan - Growth Option	11.2297
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Regular Plan - Growth Option	11.1823
UTI Nifty Private Bank Index Fund - Direct Plan - Growth Option	10.5385
UTI Nifty Private Bank Index Fund - Regular Plan - Growth Option	10.4707
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan - Growth Option	12.2364
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth Option	12.1531
